step,reward,std,ci95
0,0.9,0.1,0.1
100000,1.2,0.3,0.3
200000,1.1,0.1,0.2
300000,56.5,20.1,22.8
400000,94.0,13.6,15.4
500000,108.5,8.9,10.0
600000,120.2,25.2,28.6
700000,133.2,16.2,18.3
800000,157.7,8.8,10.0
900000,178.2,8.8,10.0
1000000,184.6,19.4,21.9
1100000,201.3,13.0,14.7
1200000,216.0,25.4,28.7
1300000,239.6,11.8,13.4
1400000,244.8,11.8,13.4
1500000,254.7,11.1,12.6
1600000,274.1,25.3,28.6
1700000,282.6,25.9,29.3
1800000,291.2,16.6,18.8
1900000,303.1,13.9,15.7
2000000,316.2,9.2,10.4
