step,reward,std,ci95
0,1.0,0.2,0.2
100000,1.5,0.1,0.1
200000,1.6,0.3,0.3
300000,3.0,8.4,9.5
400000,188.8,11.6,13.1
500000,278.1,178.2,201.6
600000,436.9,32.1,36.3
700000,484.1,16.0,18.1
800000,540.0,26.8,30.3
900000,572.1,14.3,16.2
1000000,628.2,13.3,15.0
1100000,680.2,12.3,13.9
1200000,715.6,13.7,15.6
1300000,785.5,35.9,40.6
1400000,810.7,29.8,33.7
1500000,814.4,50.0,56.6
1600000,830.1,39.8,45.1
1700000,853.2,39.9,45.2
1800000,873.1,37.6,42.5
1900000,884.8,8.3,9.4
2000000,859.7,35.4,40.1
