step,reward,std,ci95
0,23.1,4.3,4.8
100000,58.8,0.8,0.9
200000,95.1,2.1,2.3
300000,113.6,16.6,18.8
400000,129.8,18.1,20.5
500000,133.1,21.3,24.1
600000,77.2,12.9,14.5
700000,81.0,4.5,5.1
800000,78.9,15.3,17.4
900000,78.1,3.7,4.2
1000000,82.8,13.4,15.1
1100000,99.1,4.0,4.5
1200000,103.9,10.6,12.0
1300000,96.9,11.6,13.2
1400000,77.8,5.2,5.9
1500000,86.7,18.2,20.6
1600000,136.0,42.9,48.5
1700000,164.4,40.2,45.5
1800000,177.1,42.7,48.4
1900000,207.5,35.6,40.3
