step,reward,std,ci95
0,3.0,0.6,0.7
100000,8.5,0.5,0.6
200000,11.6,1.9,2.2
300000,19.4,2.7,3.0
400000,23.8,3.7,4.2
500000,18.3,4.7,5.3
600000,19.5,5.0,5.6
700000,26.5,4.3,4.9
800000,31.2,3.0,3.3
900000,27.4,6.2,7.0
1000000,28.0,3.1,3.5
1100000,28.5,8.0,9.1
1200000,32.4,8.4,9.5
1300000,39.9,7.5,8.5
1400000,29.7,9.3,10.5
1500000,35.7,10.9,12.3
1600000,33.4,4.6,5.2
1700000,45.4,7.2,8.1
1800000,55.7,14.1,15.9
1900000,66.1,8.1,9.2
