step,reward,std,ci95
0,4.2,0.1,0.2
100000,20.5,1.2,1.4
200000,51.3,8.7,9.8
300000,71.6,11.7,13.3
400000,87.6,16.5,18.7
500000,105.4,38.1,43.2
600000,128.9,42.3,47.9
700000,143.0,24.1,27.3
800000,181.6,46.8,53.0
900000,204.4,79.3,89.7
1000000,226.4,77.3,87.5
1100000,266.5,98.5,111.5
1200000,304.6,127.9,144.8
1300000,390.2,183.6,207.8
1400000,429.1,209.9,237.5
1500000,499.9,257.2,291.0
1600000,552.3,253.0,286.3
1700000,596.1,250.9,283.9
1800000,619.0,263.0,297.6
1900000,644.2,281.1,318.1
