step,reward,std,ci95
0,4.1,0.8,0.9
100000,8.4,1.2,1.4
200000,18.4,2.2,2.5
300000,22.8,4.0,4.6
400000,24.4,2.7,3.1
500000,24.0,1.2,1.4
600000,22.1,4.9,5.6
700000,26.5,2.6,2.9
800000,28.1,4.5,5.0
900000,34.2,4.9,5.6
1000000,43.8,11.6,13.1
1100000,41.0,8.9,10.1
1200000,39.4,5.5,6.2
1300000,39.3,3.4,3.9
1400000,43.1,12.1,13.7
1500000,48.3,7.8,8.8
1600000,51.9,6.2,7.1
1700000,55.7,3.5,3.9
1800000,59.0,19.3,21.9
1900000,51.3,12.4,14.0
