step,reward,std,ci95
0,17.5,0.9,1.0
100000,38.6,5.3,6.0
200000,53.2,4.4,5.0
300000,60.2,8.5,9.6
400000,76.7,16.3,18.4
500000,84.0,15.2,17.2
600000,113.2,24.3,27.5
700000,146.0,10.6,12.0
800000,150.3,14.9,16.8
900000,180.8,36.6,41.4
1000000,233.9,30.3,34.3
1100000,282.0,43.6,49.4
1200000,351.6,41.8,47.3
1300000,398.9,14.3,16.2
1400000,499.1,36.3,41.0
1500000,531.2,103.9,117.6
1600000,641.8,143.7,162.6
1700000,659.2,154.5,174.9
1800000,728.7,121.9,137.9
1900000,639.8,239.0,270.4
