step,reward,seed
0,7.51141357421875,1
50023,5.925630569458008,1
100148,41.22453689575195,1
150256,82.58381652832031,1
200037,130.5838623046875,1
250044,156.03732299804688,1
300231,230.17721557617188,1
350152,165.4795379638672,1
400057,210.0811462402344,1
450198,253.7007598876953,1
500283,260.7030029296875,1
550180,253.265625,1
600204,230.5651092529297,1
650138,312.7371520996094,1
700219,375.7394104003906,1
750228,333.7035217285156,1
800390,354.8845520019531,1
850081,377.8749084472656,1
900267,430.014892578125,1
950224,408.0013427734375,1
1000768,469.1990356445313,1
1050517,363.7859497070313,1
1100194,493.4064331054688,1
1150306,473.7252502441406,1
1200452,524.7101440429688,1
1250268,530.0265502929688,1
1300383,586.0850219726562,1
1350427,596.0303955078125,1
1400665,628.1611938476562,1
1450566,645.4252319335938,1
1500321,581.947265625,1
1550007,641.6725463867188,1
1600848,764.4144897460938,1
1650671,701.1984252929688,1
1700545,810.656005859375,1
1750343,770.469970703125,1
1800699,743.41845703125,1
1850352,791.2499389648438,1
1900435,814.4451904296875,1
1950048,889.4107666015625,1
2000545,874.66552734375,1
0,7.85285472869873,2
50009,18.699312210083008,2
100024,57.09494018554688,2
150146,132.9438934326172,2
200000,159.29249572753906,2
250065,231.2145538330078,2
300219,228.37106323242188,2
350124,243.0199279785156,2
400032,207.2843780517578,2
450054,289.31854248046875,2
500159,325.00897216796875,2
550297,320.6966247558594,2
600110,356.9205017089844,2
650136,369.2841491699219,2
700278,374.1519775390625,2
750374,363.5869445800781,2
800414,357.228515625,2
850046,436.2233276367188,2
900529,510.51416015625,2
950141,377.1582946777344,2
1000362,576.0338134765625,2
1050552,583.7163696289062,2
1100621,443.37298583984375,2
1150510,653.3907470703125,2
1200216,625.9055786132812,2
1250537,549.8445434570312,2
1300110,654.8119506835938,2
1350251,737.5945434570312,2
1400031,605.39404296875,2
1450640,672.2096557617188,2
1500777,654.9124145507812,2
1550894,779.9821166992188,2
1600542,797.67822265625,2
1650685,780.6102294921875,2
1700619,662.5631713867188,2
1750205,789.6224365234375,2
1800110,889.4930419921875,2
1850916,882.0892333984375,2
1900581,807.1148681640625,2
1950130,925.8092041015624,2
0,5.26406192779541,3
50031,11.294821739196776,3
100002,53.66254425048828,3
150176,104.71356201171876,3
200098,176.126220703125,3
250187,233.58273315429688,3
300151,221.7893524169922,3
350044,227.34780883789065,3
400277,279.59442138671875,3
450242,294.75115966796875,3
500091,291.00225830078125,3
550445,374.27447509765625,3
600038,329.96405029296875,3
650050,422.0320434570313,3
700411,433.9715881347656,3
750372,374.39556884765625,3
800224,436.2681579589844,3
850140,378.3023071289063,3
900496,506.5441284179688,3
950121,485.9171752929688,3
1000147,585.3921508789062,3
1050410,433.7193298339844,3
1100544,591.588623046875,3
1150530,525.3551635742188,3
1200554,647.8785400390625,3
1250278,610.873046875,3
1300558,624.3004150390625,3
1350525,679.9432373046875,3
1400288,773.6472778320312,3
1450509,744.5316162109375,3
1500770,792.2811279296875,3
1550726,808.8803100585938,3
1600410,808.6736450195312,3
1650773,802.8339233398438,3
1700091,843.3714599609375,3
1750122,868.8073120117188,3
1800899,927.9998779296876,3
1850402,897.7747192382812,3
1900069,904.9505004882812,3
1950808,883.5769653320312,3
