step,reward,seed
0,11.068909645080566,1
50078,127.22203063964844,1
100177,552.2808837890625,1
150049,814.9321899414062,1
200218,451.1232299804688,1
250288,920.1594848632812,1
300478,895.5716552734375,1
350229,636.1141357421875,1
400109,627.5955200195312,1
450309,882.7230224609375,1
500386,870.9381103515625,1
550968,917.3679809570312,1
600968,924.0598754882812,1
650194,922.1111450195312,1
700831,798.3577270507812,1
750827,850.13427734375,1
800827,912.6624145507812,1
850863,923.4920043945312,1
900820,922.05712890625,1
950820,926.9554443359376,1
1000820,924.5573120117188,1
1050820,926.0003051757812,1
1100820,927.4109497070312,1
1150820,928.3489990234376,1
1200663,874.8746337890625,1
1250846,924.9802856445312,1
1300846,926.5098876953124,1
1350478,923.8270263671876,1
1400478,925.4493408203124,1
1450478,930.2337036132812,1
1500478,926.6026611328124,1
1550478,926.3782958984376,1
1600478,928.9284057617188,1
1650870,928.310546875,1
1700870,928.7554931640624,1
1750360,929.5236206054688,1
1800360,927.6168823242188,1
1850360,928.8919067382812,1
1900360,928.4971923828124,1
0,19.236034393310547,2
50135,114.7266616821289,2
100282,374.9876403808594,2
150162,619.4073486328125,2
200099,789.7682495117188,2
250832,818.5236206054688,2
300363,755.5625610351562,2
350070,918.9518432617188,2
400075,927.5056762695312,2
450140,287.3243408203125,2
500915,745.919189453125,2
550647,117.6032257080078,2
600591,849.6160888671875,2
650832,917.10546875,2
700832,822.1119995117188,2
750832,910.8889770507812,2
800028,922.0969848632812,2
850028,847.8487548828125,2
900028,926.6961669921876,2
950852,928.8704833984376,2
1000351,846.3604736328125,2
1050906,920.1578369140624,2
1100355,926.2138671875,2
1150355,928.22900390625,2
1200355,927.794921875,2
1250355,926.7930908203124,2
1300355,920.4607543945312,2
1350355,924.1912231445312,2
1400355,929.0540161132812,2
1450355,929.1550903320312,2
1500355,923.33935546875,2
1550672,926.7546997070312,2
1600060,929.3035278320312,2
1650060,927.2978515625,2
1700732,925.9034423828124,2
1750732,928.0596923828124,2
1800732,927.4862060546876,2
1850732,927.3328247070312,2
1900732,925.0489501953124,2
0,9.297185897827148,3
50102,88.61358642578125,3
100141,609.8685302734375,3
150838,715.3707275390625,3
200956,851.3499755859375,3
250945,291.4020080566406,3
300067,767.7415771484375,3
350104,566.8277587890625,3
400482,856.1575317382812,3
450885,836.9605712890625,3
500305,912.7820434570312,3
550484,924.1334838867188,3
600231,918.7664184570312,3
650915,926.9737548828124,3
700284,925.4938354492188,3
750551,868.6468505859375,3
800542,923.0969848632812,3
850542,923.56591796875,3
900542,917.8717041015624,3
950596,914.7625122070312,3
1000669,925.7345581054688,3
1050669,924.7255859375,3
1100422,924.2531127929688,3
1150344,927.8458862304688,3
1200960,925.8297729492188,3
1250696,929.7269287109376,3
1300696,929.9202880859376,3
1350650,930.0099487304688,3
1400650,930.1385498046876,3
1450650,928.8494262695312,3
1500666,925.29052734375,3
1550666,929.6150512695312,3
1600666,931.0150146484376,3
1650197,927.0128784179688,3
1700197,930.4439697265624,3
1750197,924.4600830078124,3
1800735,923.7155151367188,3
1850493,927.6475830078124,3
1900282,903.3738403320312,3
