step,reward,std,ci95
0,3.9,1.3,1.5
100000,14.0,2.3,2.6
200000,16.9,4.0,4.6
300000,20.0,3.3,3.8
400000,18.9,5.1,5.8
500000,19.2,5.1,5.8
600000,24.6,6.7,7.6
700000,25.2,7.1,8.1
800000,30.7,16.1,18.2
900000,41.6,19.1,21.6
1000000,46.6,22.6,25.6
1100000,51.2,22.8,25.8
1200000,65.2,24.1,27.3
1300000,70.3,22.9,25.9
1400000,78.6,29.9,33.8
1500000,85.4,31.7,35.9
1600000,106.7,39.3,44.5
1700000,118.5,43.9,49.7
1800000,143.7,40.2,45.5
1900000,161.3,44.5,50.4
