step,reward,std,ci95
0,4.3,3.2,3.7
100000,4.3,3.2,3.7
200000,3.6,2.6,2.9
300000,3.8,2.7,3.1
400000,3.3,2.4,2.7
500000,3.0,2.1,2.4
600000,3.1,2.2,2.5
700000,3.0,2.1,2.4
800000,3.0,2.2,2.4
900000,3.2,2.3,2.6
1000000,3.1,2.2,2.5
1100000,3.0,2.2,2.4
1200000,3.1,2.2,2.5
1300000,3.2,2.3,2.6
1400000,3.4,2.4,2.7
1500000,3.4,2.5,2.8
1600000,3.5,2.6,3.0
1700000,3.8,2.8,3.1
1800000,3.8,2.8,3.2
1900000,3.1,2.2,2.5
2000000,3.0,2.2,2.4
