step,reward,std,ci95
0,4.0,0.6,0.7
100000,13.2,1.8,2.1
200000,14.7,1.9,2.1
300000,14.8,1.5,1.7
400000,18.7,1.3,1.5
500000,23.1,3.7,4.2
600000,33.1,2.6,3.0
700000,39.1,5.5,6.2
800000,45.3,2.0,2.3
900000,50.7,6.4,7.3
1000000,66.0,9.8,11.1
1100000,72.4,10.2,11.5
1200000,81.6,17.0,19.2
1300000,92.2,13.0,14.7
1400000,105.6,26.2,29.7
1500000,113.3,23.0,26.0
1600000,123.1,22.6,25.6
1700000,132.5,23.5,26.6
1800000,148.8,33.3,37.7
1900000,162.6,29.5,33.4
