step,reward,std,ci95
0,8.3,2.0,2.2
100000,20.1,2.5,2.9
200000,24.9,3.0,3.4
300000,32.8,3.5,3.9
400000,31.6,1.4,1.6
500000,49.3,4.8,5.5
600000,71.8,5.7,6.5
700000,88.3,14.6,16.6
800000,156.1,57.7,65.3
900000,219.3,126.9,143.6
1000000,252.1,57.5,65.1
1100000,341.7,166.3,188.2
1200000,430.2,179.3,202.9
1300000,496.9,157.0,177.6
1400000,600.8,148.6,168.1
1500000,657.2,99.2,112.3
1600000,623.2,131.8,149.2
1700000,685.6,103.7,117.3
1800000,687.3,138.0,156.2
1900000,670.0,151.1,170.9
