step,reward,std,ci95
0,0.5,0.3,0.4
100000,0.8,0.5,0.6
200000,0.8,0.4,0.5
300000,0.8,0.1,0.1
400000,1.1,0.2,0.2
500000,1.2,0.3,0.4
600000,1.3,0.4,0.4
700000,1.3,0.3,0.3
800000,1.1,0.2,0.2
900000,1.3,0.2,0.3
1000000,1.6,0.1,0.1
1100000,1.4,0.3,0.3
1200000,1.7,0.4,0.5
1300000,1.7,0.2,0.2
1400000,2.4,1.0,1.1
1500000,7.0,3.5,4.0
1600000,63.6,24.0,27.2
1700000,120.9,39.8,45.0
1800000,172.8,37.9,42.9
1900000,215.7,34.0,38.5
2000000,251.5,35.2,39.8
