step,reward,std,ci95
0,11.8,1.3,1.5
100000,29.0,3.1,3.5
200000,32.9,1.0,1.1
300000,35.0,1.8,2.0
400000,37.2,4.1,4.6
500000,41.3,1.4,1.6
600000,41.9,2.3,2.6
700000,44.0,3.9,4.4
800000,44.4,5.8,6.5
900000,45.9,8.3,9.4
1000000,50.8,5.3,6.0
1100000,58.9,15.6,17.7
1200000,63.4,16.0,18.1
1300000,68.1,16.1,18.3
1400000,85.9,23.3,26.3
1500000,99.6,21.4,24.2
1600000,116.5,26.0,29.4
1700000,139.1,31.2,35.4
1800000,179.3,42.3,47.8
1900000,220.3,73.5,83.1
