step,reward,std,ci95
0,35.4,10.8,12.2
100000,33.6,8.3,9.4
200000,28.4,5.2,5.9
300000,20.8,1.3,1.5
400000,22.4,3.7,4.1
500000,20.5,2.1,2.4
600000,20.5,1.4,1.5
700000,20.2,0.4,0.4
800000,21.5,3.1,3.5
900000,23.3,3.8,4.3
1000000,20.6,1.8,2.1
1100000,19.3,0.4,0.5
1200000,19.8,1.3,1.5
1300000,22.3,2.4,2.7
1400000,22.9,2.6,2.9
1500000,22.2,1.7,1.9
1600000,22.0,2.1,2.3
1700000,21.4,1.8,2.1
1800000,21.0,1.6,1.9
1900000,21.2,0.9,1.1
2000000,20.3,1.7,2.0
