step,reward,std,ci95
0,2.8,0.2,0.3
100000,5.2,0.9,1.0
200000,5.4,0.7,0.8
300000,5.5,0.7,0.8
400000,5.5,0.6,0.7
500000,6.3,0.7,0.8
600000,6.5,1.1,1.3
700000,6.7,1.4,1.6
800000,8.0,1.9,2.2
900000,9.9,1.8,2.0
1000000,11.0,2.2,2.5
1100000,12.4,1.1,1.3
1200000,15.0,0.6,0.6
1300000,15.5,2.0,2.3
1400000,18.2,0.8,0.9
1500000,19.5,2.9,3.2
1600000,22.8,2.7,3.1
1700000,24.0,3.3,3.7
1800000,25.4,5.9,6.7
1900000,26.6,3.0,3.4
