step,reward,std,ci95
0,6.4,2.1,2.4
100000,6.9,2.8,3.1
200000,6.9,1.8,2.0
300000,6.6,0.7,0.8
400000,6.8,0.6,0.6
500000,6.7,0.5,0.5
600000,6.3,0.8,0.9
700000,6.2,0.6,0.6
800000,6.9,0.8,0.9
900000,7.6,1.5,1.7
1000000,6.1,1.2,1.4
1100000,6.8,0.7,0.8
1200000,7.3,0.3,0.3
1300000,7.8,0.1,0.1
1400000,8.0,0.6,0.7
1500000,8.5,0.7,0.8
1600000,9.1,0.6,0.7
1700000,8.1,0.8,0.9
1800000,7.2,0.5,0.6
1900000,7.1,0.9,1.0
2000000,7.1,0.4,0.5
