step,reward,std,ci95
0,14.4,2.5,2.8
100000,30.2,3.8,4.3
200000,35.6,8.6,9.7
300000,40.2,7.4,8.3
400000,41.6,10.1,11.4
500000,46.8,10.6,12.0
600000,54.7,9.8,11.1
700000,72.6,12.9,14.6
800000,79.5,16.5,18.7
900000,88.4,16.0,18.1
1000000,98.3,22.8,25.9
1100000,114.1,25.7,29.0
1200000,128.0,26.0,29.4
1300000,142.8,34.9,39.5
1400000,163.7,41.0,46.4
1500000,207.2,60.5,68.5
1600000,241.5,57.3,64.8
1700000,270.1,61.0,69.0
1800000,291.7,62.7,71.0
1900000,334.3,65.1,73.7
