step,reward,std,ci95
0,3.0,0.9,1.0
100000,4.9,0.5,0.6
200000,5.7,0.5,0.5
300000,6.7,0.7,0.8
400000,5.7,0.7,0.8
500000,7.3,1.0,1.1
600000,8.4,1.7,1.9
700000,9.3,2.0,2.2
800000,11.6,2.0,2.3
900000,12.7,1.2,1.4
1000000,14.0,2.3,2.6
1100000,15.9,1.6,1.8
1200000,17.9,1.3,1.4
1300000,20.9,2.2,2.5
1400000,24.3,0.7,0.8
1500000,29.0,1.6,1.8
1600000,33.2,4.8,5.4
1700000,40.8,7.4,8.4
1800000,49.1,7.6,8.6
1900000,55.8,10.5,11.9
