step,reward,std,ci95
0,0.7,0.0,0.0
100000,4.2,4.4,5.0
200000,137.2,234.6,265.5
300000,164.0,237.3,268.6
400000,291.9,321.4,363.7
500000,367.0,350.2,396.3
600000,733.4,120.0,135.7
700000,788.6,70.9,80.3
800000,866.1,23.7,26.8
900000,886.9,15.7,17.7
1000000,901.4,19.9,22.5
1100000,907.5,9.4,10.7
1200000,919.4,9.1,10.3
1300000,909.0,2.9,3.3
1400000,923.7,6.3,7.2
1500000,909.8,3.6,4.1
1600000,921.7,5.4,6.1
1700000,936.1,3.3,3.8
1800000,921.8,0.2,0.3
1900000,913.4,36.7,41.6
2000000,917.7,47.1,53.3
