step,reward,std,ci95
0,2.3,0.2,0.2
100000,41.2,13.1,14.8
200000,167.5,9.5,10.8
300000,414.4,62.0,70.2
400000,646.9,81.5,92.2
500000,767.4,84.9,96.0
600000,850.0,37.0,41.9
700000,896.5,29.9,33.9
800000,902.1,25.2,28.5
900000,900.0,31.4,35.5
1000000,898.0,28.8,32.6
1100000,902.3,13.0,14.7
1200000,919.7,8.6,9.8
1300000,930.4,4.9,5.6
1400000,932.9,7.3,8.3
1500000,918.1,28.7,32.4
1600000,920.0,27.8,31.5
1700000,935.4,7.3,8.3
1800000,932.0,9.8,11.1
1900000,931.1,10.8,12.3
