step,reward,std,ci95
0,2.2,0.7,0.8
100000,11.8,3.2,3.6
200000,54.5,6.0,6.8
300000,85.8,6.2,7.0
400000,93.0,13.9,15.7
500000,106.7,14.5,16.4
600000,124.1,14.9,16.9
700000,144.1,5.6,6.3
800000,167.7,29.3,33.2
900000,184.8,37.8,42.7
1000000,220.0,29.0,32.8
1100000,245.1,20.2,22.9
1200000,254.6,17.9,20.2
1300000,260.2,22.4,25.4
1400000,275.1,35.9,40.6
1500000,310.4,62.0,70.2
1600000,330.7,51.0,57.7
1700000,344.9,39.5,44.7
1800000,394.4,36.9,41.8
1900000,435.6,29.8,33.7
