step,reward,std,ci95
0,6.1,0.0,0.0
100000,124.5,18.1,20.5
200000,164.7,41.2,46.7
300000,235.9,23.4,26.5
400000,348.8,21.5,24.4
500000,473.6,49.3,55.8
600000,505.9,45.8,51.8
700000,550.5,36.6,41.4
800000,505.5,69.9,79.1
900000,608.3,8.0,9.0
1000000,654.0,36.1,40.9
1100000,664.0,10.1,11.4
1200000,674.7,59.4,67.2
1300000,734.0,9.7,11.0
1400000,756.9,22.5,25.4
1500000,768.8,7.4,8.4
1600000,758.8,28.9,32.7
1700000,760.9,20.5,23.2
1800000,767.4,3.9,4.4
1900000,771.5,33.2,37.6
2000000,820.7,23.0,26.0
