step,reward,std,ci95
0,12.0,0.0,0.0
100000,69.5,31.6,35.7
200000,222.0,180.2,204.0
300000,569.4,311.9,353.0
400000,878.2,59.7,67.6
500000,915.1,16.6,18.8
600000,930.7,9.3,10.5
700000,945.9,8.6,9.7
800000,924.1,9.0,10.1
900000,931.4,7.8,8.8
1000000,952.1,4.4,5.0
1100000,923.6,8.8,10.0
1200000,920.8,19.8,22.4
1300000,957.0,3.3,3.7
1400000,964.9,4.2,4.8
1500000,963.7,2.5,2.8
1600000,944.7,7.9,9.0
1700000,954.6,6.2,7.1
1800000,956.6,4.8,5.5
1900000,965.4,0.3,0.3
2000000,948.8,24.1,27.3
