step,reward,std,ci95
0,0.8,0.0,0.1
100000,1.1,0.2,0.2
200000,1.3,0.2,0.2
300000,1.8,0.3,0.4
400000,2.0,0.4,0.5
500000,2.0,0.4,0.5
600000,1.9,0.5,0.6
700000,1.9,0.2,0.2
800000,2.4,0.4,0.5
900000,1.8,0.4,0.4
1000000,1.8,0.4,0.4
1100000,2.9,0.1,0.1
1200000,3.4,1.2,1.3
1300000,3.1,1.1,1.2
1400000,3.1,1.0,1.1
1500000,2.4,0.2,0.2
1600000,83.8,115.3,130.5
1700000,127.2,176.5,199.7
1800000,158.6,219.8,248.8
1900000,169.8,236.4,267.5
2000000,173.8,242.2,274.1
