step,reward,std,ci95
0,2.8,0.8,0.9
100000,4.4,0.3,0.4
200000,6.3,0.3,0.3
300000,7.8,0.6,0.6
400000,8.1,1.2,1.3
500000,7.7,1.1,1.2
600000,8.2,1.4,1.6
700000,8.3,1.8,2.1
800000,8.8,2.2,2.5
900000,9.0,2.0,2.2
1000000,9.1,2.6,2.9
1100000,9.1,3.2,3.7
1200000,10.0,3.6,4.1
1300000,10.3,3.3,3.7
1400000,10.0,2.7,3.1
1500000,10.3,2.9,3.3
1600000,10.6,2.7,3.0
1700000,11.4,2.7,3.1
1800000,12.2,2.8,3.2
1900000,12.9,2.7,3.1
