step,reward,std,ci95
0,6.9,0.7,0.8
100000,9.9,1.9,2.1
200000,9.0,0.9,1.0
300000,8.1,1.2,1.4
400000,10.3,4.6,5.2
500000,11.1,2.7,3.0
600000,12.2,3.5,3.9
700000,9.0,3.6,4.1
800000,11.4,5.5,6.2
900000,13.3,8.2,9.3
1000000,16.0,11.8,13.4
1100000,23.1,14.5,16.4
1200000,18.7,12.3,13.9
1300000,20.2,11.7,13.2
1400000,30.5,19.8,22.4
1500000,30.6,21.2,23.9
1600000,41.4,20.0,22.6
1700000,32.3,17.4,19.7
1800000,51.2,29.6,33.4
1900000,30.7,17.5,19.8
2000000,67.1,39.9,45.1
