step,reward,std,ci95
0,20.3,2.0,2.3
100000,27.0,2.2,2.4
200000,39.9,1.3,1.4
300000,57.0,7.4,8.4
400000,78.1,12.9,14.6
500000,92.2,14.0,15.9
600000,100.6,11.8,13.3
700000,111.1,22.0,24.9
800000,121.6,43.4,49.1
900000,118.8,45.2,51.1
1000000,119.2,45.0,51.0
1100000,122.5,33.5,37.9
1200000,118.1,24.0,27.2
1300000,106.6,21.3,24.2
1400000,98.6,16.9,19.1
1500000,98.4,17.2,19.4
1600000,97.0,18.0,20.4
1700000,96.6,23.5,26.6
1800000,108.2,18.8,21.3
1900000,112.0,16.7,18.9
