step,reward,std,ci95
0,3.0,0.3,0.3
100000,4.5,0.3,0.4
200000,5.6,0.6,0.7
300000,6.7,0.5,0.6
400000,7.1,0.4,0.4
500000,7.5,0.4,0.4
600000,7.9,0.4,0.5
700000,7.6,1.0,1.1
800000,8.3,0.9,1.0
900000,8.9,1.3,1.5
1000000,9.3,1.5,1.7
1100000,9.4,1.4,1.6
1200000,9.4,0.8,0.9
1300000,10.1,0.7,0.7
1400000,11.0,1.1,1.2
1500000,12.0,1.1,1.2
1600000,12.8,1.3,1.5
1700000,13.9,0.5,0.6
1800000,13.7,1.3,1.5
1900000,14.1,1.4,1.5
