step,reward,std,ci95
0,5.6,0.8,0.9
100000,8.9,1.5,1.7
200000,7.3,2.3,2.6
300000,9.7,3.2,3.6
400000,10.0,3.1,3.5
500000,11.9,4.3,4.9
600000,14.5,6.3,7.1
700000,16.5,8.5,9.6
800000,7.2,2.8,3.1
900000,6.6,0.9,1.0
1000000,6.7,2.5,2.9
1100000,5.8,1.6,1.8
1200000,5.5,1.3,1.4
1300000,5.9,1.9,2.1
1400000,5.7,0.9,1.0
1500000,6.9,1.9,2.2
1600000,13.9,5.2,5.9
1700000,8.2,2.2,2.5
1800000,6.2,2.1,2.4
1900000,8.8,4.3,4.9
2000000,10.9,5.1,5.7
