step,reward,std,ci95
0,10.4,1.4,1.6
100000,21.4,0.6,0.7
200000,60.8,9.8,11.1
300000,128.2,33.1,37.5
400000,178.8,39.5,44.7
500000,199.7,72.6,82.1
600000,205.8,87.4,98.9
700000,175.6,20.8,23.6
800000,172.2,52.5,59.4
900000,224.2,74.4,84.2
1000000,259.6,79.9,90.5
1100000,228.1,35.2,39.9
1200000,250.8,55.5,62.8
1300000,220.5,53.7,60.7
1400000,256.0,27.7,31.4
1500000,268.4,26.1,29.5
1600000,245.9,34.6,39.1
1700000,252.1,59.8,67.7
1800000,220.0,54.7,61.9
1900000,203.8,51.7,58.5
