step,reward,std,ci95
0,2.9,0.1,0.1
100000,6.0,0.4,0.5
200000,8.6,0.8,0.9
300000,10.3,1.7,1.9
400000,12.0,2.3,2.6
500000,12.7,0.8,0.9
600000,12.1,2.7,3.0
700000,12.4,3.8,4.3
800000,14.5,2.5,2.9
900000,14.2,1.1,1.2
1000000,16.1,1.7,1.9
1100000,16.2,2.6,3.0
1200000,18.6,3.5,4.0
1300000,19.5,4.8,5.4
1400000,20.2,6.0,6.8
1500000,22.0,6.5,7.4
1600000,23.4,8.9,10.0
1700000,22.9,10.0,11.4
1800000,25.4,12.0,13.6
1900000,27.0,13.8,15.6
