step,reward,std,ci95
0,8.0,1.5,1.7
100000,11.1,2.4,2.7
200000,12.7,2.8,3.2
300000,11.4,0.2,0.2
400000,15.9,3.6,4.1
500000,15.3,2.6,3.0
600000,16.0,5.0,5.6
700000,15.3,3.7,4.2
800000,16.0,4.9,5.6
900000,16.6,7.2,8.1
1000000,17.1,3.0,3.4
1100000,14.9,5.4,6.2
1200000,16.2,5.6,6.4
1300000,13.7,1.7,2.0
1400000,18.0,3.5,3.9
1500000,10.6,3.7,4.2
1600000,11.7,4.7,5.3
1700000,17.2,2.2,2.5
1800000,24.7,11.3,12.8
1900000,19.8,10.8,12.2
2000000,19.3,11.1,12.6
