step,reward,std,ci95
0,0.7,0.0,0.1
100000,0.7,0.1,0.2
200000,1.0,0.1,0.1
300000,1.1,0.1,0.1
400000,1.1,0.2,0.2
500000,1.2,0.1,0.1
600000,1.3,0.1,0.1
700000,1.3,0.1,0.1
800000,1.3,0.1,0.1
900000,1.2,0.1,0.1
1000000,1.2,0.1,0.2
1100000,1.4,0.1,0.1
1200000,1.5,0.2,0.2
1300000,1.5,0.2,0.2
1400000,1.5,0.2,0.2
1500000,1.5,0.2,0.2
1600000,1.5,0.1,0.2
1700000,1.2,0.2,0.2
1800000,1.6,0.1,0.1
1900000,1.5,0.1,0.1
2000000,1.3,0.1,0.1
