step,reward,std,ci95
0,13.0,2.7,3.0
100000,56.0,4.4,5.0
200000,204.6,88.7,100.3
300000,317.4,71.1,80.4
400000,416.4,85.0,96.1
500000,506.6,22.0,25.0
600000,548.1,77.9,88.1
700000,579.3,11.5,13.0
800000,566.3,27.6,31.2
900000,519.3,90.4,102.3
1000000,568.0,38.3,43.4
1100000,507.8,70.0,79.3
1200000,518.5,75.2,85.1
1300000,704.3,53.5,60.5
1400000,638.5,97.4,110.2
1500000,566.0,154.0,174.2
1600000,560.8,94.5,106.9
1700000,634.1,69.7,78.8
1800000,739.9,18.0,20.4
1900000,683.3,79.3,89.7
