step,reward,std,ci95
0,2.4,0.1,0.1
100000,18.5,0.3,0.3
200000,55.9,12.9,14.6
300000,95.6,25.4,28.7
400000,122.3,16.7,18.9
500000,190.3,16.2,18.3
600000,254.7,36.1,40.9
700000,257.3,41.1,46.5
800000,287.3,55.0,62.3
900000,305.2,53.1,60.1
1000000,302.9,17.3,19.5
1100000,297.5,4.7,5.3
1200000,272.5,13.4,15.1
1300000,325.2,55.8,63.2
1400000,391.6,53.1,60.0
1500000,381.9,20.4,23.1
1600000,388.2,14.3,16.2
1700000,396.4,81.1,91.8
1800000,430.3,49.6,56.2
1900000,440.1,25.4,28.7
