step,reward,std,ci95
0,1.6,0.0,0.0
100000,14.6,3.9,4.4
200000,45.9,2.0,2.3
300000,60.7,17.0,19.2
400000,82.2,8.2,9.3
500000,108.8,3.5,4.0
600000,135.4,5.1,5.8
700000,144.9,2.4,2.7
800000,110.5,30.1,34.1
900000,127.0,9.2,10.4
1000000,176.8,54.6,61.8
1100000,145.6,10.3,11.7
1200000,115.0,29.4,33.3
1300000,130.9,0.3,0.3
1400000,162.5,23.3,26.4
1500000,148.4,12.7,14.4
1600000,106.5,60.5,68.5
1700000,136.3,23.8,26.9
1800000,197.7,76.9,87.0
1900000,236.0,53.9,61.0
