step,reward,seed
0,5.427919864654541,1
50000,78.95331573486328,1
100000,174.01486206054688,1
150000,243.2218780517578,1
200000,346.14605712890625,1
250000,430.61029052734375,1
300000,498.4895629882813,1
350000,575.0014038085938,1
400000,540.8311767578125,1
450000,617.7816162109375,1
500000,550.1640625,1
550000,634.7224731445312,1
600000,663.2034912109375,1
650000,657.17041015625,1
700000,671.4373779296875,1
750000,705.63623046875,1
800000,688.353759765625,1
850000,698.0072631835938,1
900000,701.786865234375,1
950000,691.4342041015625,1
1000000,720.4375,1
1050000,713.513916015625,1
1100000,736.1766357421875,1
1150000,730.4058227539062,1
1200000,725.3792724609375,1
1250000,699.4877319335938,1
1300000,729.698486328125,1
1350000,728.2136840820312,1
1400000,756.6712646484375,1
1450000,751.1331176757812,1
1500000,762.3817138671875,1
1550000,736.0064697265625,1
1600000,713.8677368164062,1
1650000,763.7137451171875,1
1700000,754.8817138671875,1
1750000,765.493408203125,1
1800000,773.97021484375,1
1850000,782.22412109375,1
1900000,807.3239135742188,1
1950000,748.6362915039062,1
2000000,808.8865966796875,1
0,4.790086269378662,2
50000,9.31825828552246,2
100000,182.12301635742188,2
150000,278.2196655273437,2
200000,373.5343322753906,2
250000,470.9087524414063,2
300000,489.3955078125,2
350000,482.80084228515625,2
400000,554.4921875,2
450000,565.6517944335938,2
500000,495.708984375,2
550000,543.7373657226562,2
600000,631.1746215820312,2
650000,605.5458374023438,2
700000,613.3873291015625,2
750000,613.2832641601562,2
800000,649.6577758789062,2
850000,655.8126831054688,2
900000,658.1678466796875,2
950000,671.6300048828125,2
1000000,646.041259765625,2
1050000,673.8951416015625,2
1100000,688.4205932617188,2
1150000,663.2153930664062,2
1200000,682.181640625,2
1250000,696.3538818359375,2
1300000,725.7593383789062,2
1350000,743.49267578125,2
1400000,759.6524658203125,2
1450000,783.6044921875,2
1500000,707.4923095703125,2
1550000,769.3089599609375,2
1600000,801.44775390625,2
1650000,695.7430419921875,2
1700000,769.3903198242188,2
1750000,748.2578125,2
1800000,786.6038818359375,2
1850000,776.4160766601562,2
1900000,777.1533813476562,2
1950000,771.9642333984375,2
2000000,785.8694458007812,2
0,7.1765899658203125,3
50000,30.77363586425781,3
100000,160.1600799560547,3
150000,276.7548217773437,3
200000,354.9786376953125,3
250000,470.67376708984375,3
300000,496.6130981445313,3
350000,532.5352783203125,3
400000,638.8156127929688,3
450000,606.1214599609375,3
500000,664.604248046875,3
550000,657.5103149414062,3
600000,669.8944702148438,3
650000,676.6136474609375,3
700000,705.3222045898438,3
750000,723.4837646484375,3
800000,691.5426025390625,3
850000,727.4839477539062,3
900000,708.9590454101562,3
950000,749.84423828125,3
1000000,780.3864135742188,3
1050000,767.0445556640625,3
1100000,766.4944458007812,3
1150000,784.40283203125,3
1200000,783.4806518554688,3
1250000,677.070556640625,3
1300000,780.6942138671875,3
1350000,792.254638671875,3
1400000,780.9913940429688,3
1450000,798.1071166992188,3
1500000,791.6015014648438,3
1550000,779.5724487304688,3
1600000,796.267333984375,3
1650000,815.3126220703125,3
1700000,770.25634765625,3
1750000,819.016845703125,3
1800000,820.5205078125,3
1850000,827.65234375,3
1900000,820.5032958984375,3
1950000,839.9158325195312,3
2000000,862.578125,3
