step,reward,seed
0,7.437236785888672,1
50000,54.28874588012695,1
100000,417.9446411132813,1
150000,858.5042114257812,1
200000,920.3280029296876,1
250000,876.2560424804688,1
300000,910.3958129882812,1
350000,924.9738159179688,1
400000,872.8430786132812,1
450000,951.6966552734376,1
500000,927.5164794921876,1
550000,954.69091796875,1
600000,963.8223876953124,1
650000,940.11083984375,1
700000,914.1487426757812,1
750000,968.1656494140624,1
800000,935.7716064453124,1
850000,966.9140625,1
900000,959.2784423828124,1
950000,954.6483154296876,1
1000000,972.7913818359376,1
1050000,972.8468017578124,1
1100000,958.6807861328124,1
1150000,966.7764892578124,1
1200000,964.640625,1
1250000,965.310546875,1
1300000,978.158203125,1
1350000,953.0501708984376,1
1400000,975.5759887695312,1
1450000,975.896484375,1
1500000,974.6773681640624,1
1550000,972.9432373046876,1
1600000,969.2947387695312,1
1650000,964.3908081054688,1
1700000,985.3831176757812,1
1750000,964.07861328125,1
1800000,981.0335083007812,1
1850000,992.7607421875,1
1900000,971.0517578125,1
1950000,976.0350341796876,1
0,6.898712158203125,2
50000,73.04235076904297,2
100000,271.7000732421875,2
150000,753.3547973632812,2
200000,874.0271606445312,2
250000,883.4117431640625,2
300000,931.0919189453124,2
350000,925.7869262695312,2
400000,942.2491455078124,2
450000,915.08740234375,2
500000,899.7156982421875,2
550000,933.7190551757812,2
600000,920.20849609375,2
650000,954.2882080078124,2
700000,965.0208740234376,2
750000,952.4050903320312,2
800000,961.0697021484376,2
850000,953.4281005859376,2
900000,955.1937255859376,2
950000,934.3896484375,2
1000000,957.2373046875,2
1050000,959.1644287109376,2
1100000,946.6414184570312,2
1150000,935.1737060546876,2
1200000,965.9761962890624,2
1250000,957.7353515625,2
1300000,935.9808349609376,2
1350000,948.90087890625,2
1400000,960.5340576171876,2
1450000,923.6759033203124,2
1500000,791.95458984375,2
1550000,899.1156005859375,2
1600000,976.1398315429688,2
1650000,958.3458251953124,2
1700000,970.0953979492188,2
1750000,962.4490356445312,2
1800000,958.5745239257812,2
1850000,957.4899291992188,2
1900000,963.2395629882812,2
1950000,964.6007080078124,2
2000000,971.1945190429688,2
0,9.89653491973877,3
50000,40.36318206787109,3
100000,224.92221069335935,3
150000,675.6790771484375,3
200000,887.1852416992188,3
250000,901.8595581054688,3
300000,928.97412109375,3
350000,864.8356323242188,3
400000,906.2254028320312,3
450000,938.1790771484376,3
500000,939.2540893554688,3
550000,941.2276611328124,3
600000,931.9176635742188,3
650000,935.7537841796876,3
700000,949.00634765625,3
750000,956.9371337890624,3
800000,961.8514404296876,3
850000,954.3723754882812,3
900000,957.7941284179688,3
950000,961.0563354492188,3
1000000,948.1683349609376,3
1050000,953.505859375,3
1100000,949.4537963867188,3
1150000,973.3494873046876,3
1200000,926.7487182617188,3
1250000,970.4119873046876,3
1300000,942.8660888671876,3
1350000,963.1085205078124,3
1400000,974.1707763671876,3
1450000,950.2498779296876,3
1500000,966.2457275390624,3
1550000,979.71728515625,3
1600000,953.3697509765624,3
1650000,971.8532104492188,3
1700000,932.1741333007812,3
1750000,954.6638793945312,3
1800000,958.9280395507812,3
1850000,951.8108520507812,3
1900000,955.3815307617188,3
1950000,945.10595703125,3
2000000,974.90087890625,3
